22	36678719	0.000349	NM_002473.4:missense            	1158110
22	36678782	0.000581	NM_002473.4:missense            	1158111
22	36678779	0.002907	NM_002473.4:missense            	1158112
22	36678809	0.000233	NM_002473.4:missense            	1158113
22	36678827	0.000116	NM_002473.4:missense            	1158118
22	36680187	0.000233	NM_002473.4:missense            	1158123
22	36680191	0.000116	NM_002473.4:missense            	1158126
22	36680275	0.000116	NM_002473.4:missense            	1158127
22	36680308	0.000116	NM_002473.4:missense            	1158130
22	36681180	0.000116	NM_002473.4:missense            	1158141
22	36681194	0.000349	NM_002473.4:missense            	1158144
22	36681272	0.000349	NM_002473.4:missense            	1158145
22	36681327	0.001977	NM_002473.4:missense            	1158148
22	36681802	0.000116	NM_002473.4:missense            	1158159
22	36681918	0.002907	NM_002473.4:missense            	1158163
22	36681972	0.000116	NM_002473.4:missense            	1158167
22	36681981	0.000116	NM_002473.4:missense            	1158169
22	36681995	0.000606	NM_002473.4:frameshift          	1158172
22	36682799	0.00093 	NM_002473.4:missense            	1158175
22	36682852	0.000116	NM_002473.4:missense            	1158179
22	36682868	0.000116	NM_002473.4:missense            	1158181
22	36682853	0.000116	NM_002473.4:missense            	1158182
22	36682873	0.001395	NM_002473.4:missense            	1158183
22	36684354	0.19814 	NM_002473.4:missense            	1158196
22	36684816	0.001744	NM_002473.4:missense            	1158203
22	36684873	0.000116	NM_002473.4:missense            	1158205
22	36684961	0.000116	NM_002473.4:missense            	1158209
22	36685241	0.000233	NM_002473.4:missense            	1158227
22	36685292	0.004651	NM_002473.4:missense            	1158230
22	36688041	0.000121	NM_002473.4:coding              	1158233
22	36688151	0.000698	NM_002473.4:missense            	1158239
22	36688175	0.000116	NM_002473.4:missense            	1158241
22	36688271	0.000116	NM_002473.4:missense            	1158243
22	36688178	0.002209	NM_002473.4:missense            	1158244
22	36689420	0.000116	NM_002473.4:missense            	1158251
22	36689836	0.000116	NM_002473.4:missense            	1158259
22	36689833	0.000116	NM_002473.4:missense            	1158260
22	36689909	0.000116	NM_002473.4:missense-near-splice	1158261
22	36690158	0.000233	NM_002473.4:missense            	1158271
22	36690298	0.000116	NM_002473.4:missense            	1158277
22	36690979	0.000116	NM_002473.4:missense-near-splice	1158287
22	36691639	0.000116	NM_002473.4:missense            	1158300
22	36691696	0.000116	NM_002473.4:missense            	1158301
22	36691716	0.000116	NM_002473.4:missense            	1158304
22	36692971	0.000116	NM_002473.4:missense            	1158313
22	36692980	0.000233	NM_002473.4:missense            	1158315
22	36692977	0.000116	NM_002473.4:missense            	1158316
22	36696184	0.000116	NM_002473.4:missense            	1158335
22	36696277	0.001395	NM_002473.4:missense            	1158337
22	36696920	0.000116	NM_002473.4:missense            	1158344
22	36697022	0.000116	NM_002473.4:missense            	1158348
22	36697100	0.000116	NM_002473.4:missense            	1158349
22	36697620	0.000116	NM_002473.4:missense            	1158353
22	36697628	0.000233	NM_002473.4:missense            	1158356
22	36697683	0.000116	NM_002473.4:missense            	1158358
22	36700087	0.000116	NM_002473.4:missense            	1158378
22	36701092	0.000116	NM_002473.4:missense            	1158389
22	36701087	0.000233	NM_002473.4:missense            	1158390
22	36701125	0.000116	NM_002473.4:missense            	1158392
22	36702094	0.000116	NM_002473.4:missense            	1158399
22	36702623	0.000116	NM_002473.4:missense            	1158414
22	36708186	0.000116	NM_002473.4:missense            	1158434
22	36710207	0.000116	NM_002473.4:missense            	1158439
22	36710240	0.000116	NM_002473.4:missense            	1158441
22	36710225	0.000116	NM_002473.4:missense            	1158442
22	36715636	0.000116	NM_002473.4:missense            	1158473
22	36716286	0.000116	NM_002473.4:missense            	1158478
22	36716343	0.000116	NM_002473.4:missense            	1158480
22	36716371	0.000116	NM_002473.4:missense            	1158481
22	36745089	0.000116	NM_002473.4:missense            	1158545
22	36745049	0.000116	NM_002473.4:missense            	1158546
22	36745146	0.002907	NM_002473.4:missense            	1158547
22	36745178	0.000116	NM_002473.4:missense            	1158549
22	36745262	0.000116	NM_002473.4:missense            	1158551
22	36745250	0.000233	NM_002473.4:missense            	1158552
22	36745275	0.003023	NM_002473.4:missense            	1158554
